year,workauthorization,country,gender,degree,college,department,major,graddate,status,employer.school,jobtitle.gradprogram,city,state.country,graddegree,useful,dateoffered,dateaccepted,jobfunction,employerindustry,numoffers
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Schlumberger,Field Engineer,Canonsburg,PA,,networking,,,Field Engineering,engineering,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,"Medical Physics & Health Physics Services, Inc.",Intern,Manila,Philippines,,Networking,,,Other,healthcare,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Lexmark International,Engineer,Lexington,KY,,TartanTRAK,,,Engineering,manufacturing,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,National Institutes of Health,Researcher ,Bethesda,MD,,,,,Research,education,2
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,ExxonMobil,Sales Engineer,Fairfax,VA,,job fair,41579,41579,Engineering Other,energy,4
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Accenture,Business & Systems Integration Analyst,Pittsburgh,PA,,networking,,,Business Analyst,consulting,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Civil & Environmental Engineering,CIV,S14,E,Gannett Fleming,Transportation Engineer,Harrisburg,PA,,Networking,41671,41671,Engineering Other,transportation,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,Denique Affectus,Web Developer,Los Angeles,CA,,,,,Design: Interaction/User Interface/UX Design ,technology,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Civil & Environmental Engineering,CIV,S14,E,Eaton,Rotational Program,NA,NA,,Networking,41579,41609,Engineering Other,energy,2
2014,U.S. Citizen,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,Lockheed Martin,Mechanical Engineer,Unknown,NA,,,,,Engineering: Mechanical,manufacturing,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,M & H Engineering,Graduate Engineer,Miami,FL,,networking,,,Engineering,engineering,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Dow Corning,Process Engineer,Midland,MI,,TartanTRAK,,,Engineering Other,manufacturing,NA
2014,Permanent Resident,United States,Female,BS,CIT,Mechanical Engineering,MEG,S14,E,Goldman Copeland Consulting,,New York,NY,,,,,,,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Chemical Engineering,CHE,S14,E,Procter & Gamble,Research and Development Engineer,NA,NA,,Internship,,,Research and Development Engineering,consumer products,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,Federal Mogul,Test Engineer in Technical Services Group of Systems Protection,Exton,PA,,,,,Engineering: Materials,manufacturing,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Alarm.com,Device Engineer,Tyson Corners,VA,,TartanTRAK,,,Engineering: Electrical/Computer,consumer products,1
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,Accenture,Consultant,New York,NY,,,,,Analyst: Business,consulting,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Google,Software Engineer,Mountain View,CA,,Hired from internship Experience,,,Engineering: Electrical/Computer,technology,1
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Microsoft,Program Manager,Seattle,WA,,Job Fair,,,Engineering: Electrical/Computer,technology,1
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Disney,Digital Media Services Intern,Seattle,WA,,Company Website,,,Engineering: Electrical/Computer,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,PricewaterhouseCoopers,Management Consultant,New York,NY,,Job Fair,,,Engineering: Materials,consulting,2
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,F13,E,PGW,Process Engineer,Pittsburgh,PA,,Networking,,,Engineering: Materials,manufacturing,4
2014,U.S. Citizen,Taiwan,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Dropbox,Software Development Engineer,San Francisco,CA,,TartanTRAK,,,Engineering: Electrical/Computer,technology,5
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Veson Nautical,Technical Solutions Engineer,Boston,MA,,,,,Engineering: Electrical/Computer,technology,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,IBM,Business Analystics Consultant,Washington,DC,,Networking,,,Engineering: Materials,technology,2
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Athenahealth,Software Developer,San Francisco,CA,,Job Fair,,,Engineering: Electrical/Computer,technology,2
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,E,Harris Corp,Embedded Software Engineer,Melbourne,FL,,TartanTRAK,,,Engineering: Electrical/Computer,engineering,1
2014,U.S. Citizen,United States,Female,BS,CIT,Materials Science,MSE,S14,E,General Electric,"Operations Management Leadership Program, Transportation",Erie,PA,,Hired from internship,,,Management: Operations,manufacturing,1
2014,Non-US Citizen,Other,Female,BS,CIT,Chemical Engineering,CHE,S14,G,Swiss Federal Institute of Technology Lausanne,Chemical and Bioengineering,Lausanne,Switzerland,MS,,,,,,NA
2014,U.S. Citizen,United States,Female,BS,CIT,Electrical & Computer Engineering,ECE,S14,V,InterCP,Student Missionary,NA,NA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,SHS,INTRELP,S14,E,Mozart Management,Marketing Associate,Pittsburgh,PA,,,,,Marketing,marketing/communications,NA
2014,Non-US Citizen,Singapore,Female,BS,Dietrich,SHS,INFOSYS,S13,E,Fidelity Investments,Associate Systems Analyst,Pittsburgh,PA,,,,,Business Analyst,financial services,NA
2014,U.S. Citizen,United States,Female,BS,MCS,SHS,CMY,F13,E,Ooyala Video Technology,Technical Writer,Mountain View,CA,,Hired from summer internship,41803,41833,Communications: Writing/Editing,technology,1
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Pittsburgh Refugee Youth Summer Enrichment Academy,Senior Counselor,Pittsburgh,PA,,,,,,education,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Assemble,Teaching Assistant,Pittsburgh,PA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / MT,S14,E,Book of Mormon Tour,Actor,NA,NA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Directing,S14,E,The Runaways Lab Theatre,Director,Chicago,IL,,,,,Director,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BS,CFA,Architecture,ARC,S14,E,Inflection,Product Designer,Redwood City,CA,,CAOC,3/1/14,4/1/14,Interaction Design,technology,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Music,Voice,S14,E,Glimmerglass,Development Intern,New York,NY,,networking/online,14-Feb,14-Feb,Development,arts & entertainment,2
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / NT,S14,E,Film,Actor,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Urban Chalet Inc.,Designer,San Francisco,CA,,,,,,,NA
2014,U.S. Citizen,Korea,Female,BFA,CFA,Art,ART,S14,E,Araks,Fashion Intern,New York,NY,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Hi/Tec Copy Center,Graphic Designer,St. Louis,MO,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Google,Communication Lead - Contractor,Pittsburgh,PA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting,S14,E,Film,Actor,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Dramaturgy,S14,E,Mint31,Script Consultant,Los Angeles,CA,,,,,Script Consulting,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,Groupon,Visual Design Intern,Chicago,IL,,,,,,retail,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,R/GA,Associate Experience Designer,New York,NY,,Hired from Internship Experience,,,Product Development/Management,design,3
2014,U.S. Citizen,United States,Female,BS,CFA,Other,Transmedia Communications (Student Defined Major),S14,E,AE Dreams,Founder,Pittsburgh,PA,,,,,Management:Other,consumer products,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,4moms,Soft Goods Design Intern,Pittsburgh,PA,,,,,,,NA
2014,Permanent Resident,United States,Female,BFA,CFA,Drama,Directing,S14,E,Broadway,Assistant to the Director; Casting Assistant; Assistant to the Directors,New York,NY,,,,,,arts & entertainment,NA
2014,U.S. Citizen,Other,Female,BFA,CFA,Drama,Acting / MT,S14,E,Pittsburgh Civic Light Opera,Actor,Pittsburgh,PA,,,,,,arts & entertainment,NA
2014,Permanent Resident,United States,Female,BFA,CFA,Design,COMDES,S14,E,SapientNitro,Junior Information Architect,New York,NY,,,,,,architecture,1
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,DIS Magazine,,New York,NY,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,IBM,Software Product Designer,Austin,TX,,Job Fairs/CAOC/Confluence,,,,consulting,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,PTM - Prod. And Stage Man.,S14,E,Encore Event Technologies,Event / Stage Manager; Book Editor,Las Vegas,NV,,,,,Event / Stge manager; book editor,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,Williamstown Theatre Festival,Print & Graphis Assistant,Williamstown,MA,,Hired from Internship Experience,,,Graphic/Communications,arts & entertainment,2
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Anderson Ranch Arts Center,Photography & New Media Intern,Snowmass,CO,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / MT,S14,E,Film,Actor,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,Junction Networks,User Experience Designer,New York,NY,,Networking & Job Fairs,,,Interaction/User Interface/UX Design,marketing/communications,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Pittsburgh Center for the Arts,Teaching Assistant,Pittsburgh,PA,,,17-Mar,17-May,Teacher Assistant,arts & entertainment,3
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting - MT,S14,E,Webisode,Actor,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Deeplocal,,Pittsburgh,PA,,,,,,advertising & public relations,NA
2014,Non-US Citizen,United Kingdom,Female,BFA,CFA,Architecture,ARC,S14,E,P&T Architects and Engineers Ltd,Graduate Intern,New York,NY,,,,,,,NA
2014,Non-US Citizen,Hong Kong,Female,BFA,CFA,Design,COMDES,S14,E,Moon Arts Group,Web Designer,Pittsburgh,PA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,J.A. Uniforms,Art Director,Miami,FL,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,Doblin,Design Specialist,Chicago,IL,,"TartanTRAK, Job Fairs & Hired from Internship Experience",,,Design,consulting,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Music,Voice,S14,E,Freelance,Musician,NA,FL,,,,,Musician,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,SapientNitro,Junior Designer,New York,NY,,,,,,architecture,NA
2014,Permanent Resident,United States,Female,BFA,CFA,Drama,Dramaturgy,S14,E,Freelance,Dramaturg,Pittsburgh,PA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Design - Costume,S14,E,Broadway,Wardrobe Supervisor; Costumer; Wardrobe PA; Wardrobe PA; Assistant Costume Designer; Set Costumer,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,"Merriman Associates/Architects, Inc.",Intern Architect,Dallas,TX,,Networking,4/1/14,,,architecture,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,VLK Architects,Architectural Intern,Fort Worth,TX,,On-line Job Listing Site,6/1/14,6/1/14,Architecture,architecture,1
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Design - Scenic / PTM - Prod. & Stage Man.,S14,E,MGR Foundation,; Canvasser > Field Manager > Recruitment Specialist,Pittsburgh,PA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / MT,S14,E,Commercial,Actor,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Springboard Design,Architecture Intern,Pittsburgh,PA,,Internship,7/14/14,8/14/14,Communication Design,architecture,NA
2014,Permanent Resident,United States,Female,BFA,CFA,Design,COMDES,S14,E,Google, Interaction Designer,Mountain View,CA,,Job Fairs/CAOC/Confluence,,,Design,technology,4
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Stanton Architects,Intern Architect,San Francisco,CA,,Networking / online job listing,6/1/14,6/1/14,Architect,architecture,2
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Slade Architecture,Graphic Designer,New York,NY,,On-line Job Listing Site,5/1/14,5/1/14,,architecture,1
2014,U.S. Citizen,India,Female,BFA,CFA,Design,COMDES,S14,E,LinkedIn,User Experience Designer,Mountain View,CA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S13,E,Fulbright Fellowship,Independent Researcher,Mexico City,MX,,,,,,education,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,F13,E,Clockwise Tees,Shipping/Receiving and Workflow Manager,Pittsburgh,PA,,,,,,consumer products,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting,S14,E,New York Fringe Festival,Actor,NA,NJ,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,IBM,Software Product Designer,Austin,TX,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / MT,S14,E,Film,Actor,Los Angeles,CA,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,"Page Sutherland Page, Inc.",Designer,Dallas,TX,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,Cosential,User Experience Enginee,Austin,TX,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,Huge,Product Designer,Brooklyn,NY,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Infinite Scenic LLC; KadaN Productions,Scenic Artist,East Orange,NJ,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,VSA Partners,Experience Design Intern,New York,NY,,Networking & Internet Job Listing Site,,,Design,design,2
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S14,E,Society for Comtemporary Craft,Studio Apprentice,Pittsburgh,PA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Gensler,Technical Designer,Houston,TX,,On-line Job Listing Site,5/1/14,5/1/14,Architect,architecture,1
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Design - Sound,S14,E,Dallas Theater Center,,Dallas,TX,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,SharpShooter Imaging,Photographer,Centerville,VA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,Darby Smart,Designer,San Francisco,CA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Gensler,Technical Designer,Houston,TX,,,,,,architecture,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Tourbillon Alliance Partners,Graphic Design Intern,Pittsburgh,PA,,TartanTRAK,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / MT,S14,E,Two Sigma,Administrative Assistant,New York,NY,,,,,,financial services,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Music,Voice,S14,E,General Electric,Office Assistant,Pittsburgh,PA,,,,,Administrative ,education,NA
2014,Permanent Resident,United States,Female,BFA,CFA,Design,INDDES,S14,E,Key Tech Inc.,Industrial Designer,Houston,TX,,,,,,design,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Acting / MT,S14,E,Williamstown Theatre Festival,Actor,New York,NY,,,,,,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,INDDES,S14,E,Public Society,,New York,NY,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,COMDES,S14,E,Wieden + Kennedy,Designer,New York,NY,,Job Fairs/CAOC Confluence,,,Motion Design,advertising & public relations,5
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,PTM - Prod. And Stage Man.,S14,E,"John Murray Productions, Inc.",Freelance Assistant Project Manager,Oakland,CA,,,,,,,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Drama,Design - Costume,S14,E,Broadway,Assistant Costume Designer,New York,NY,,,,,Designer,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,HSSART,F13,E,Katz Media Group,TV Commercials Salesperson,New York,NY,,,,,,marketing/communications,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Design,Design,S14,E,Nurun,Interaction Designer,San Francisco,CA,,,,,,design,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,PHYART,S14,E,National Institutes of Health,Research Assistant,Bethesda,MD,,,,,,education,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,F13,E,Coro,,Pittsburgh,PA,,,,,,education,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Cisco,Global Energy Management and Sustainability Team,Research Triangle Park,NC,,,,,,technology,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,ART,S13,E,Citrix,User Researcher,Santa Clara,CA,,,,,,technology,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Art,HSSART,F13,E,Wigle Whiskey,Public Relations and Event Coordinator,Pittsburgh,PA,,,,,,consumer products,NA
2014,U.S. Citizen,United States,Female,BFA,CFA,Architecture,ARC,S14,E,Van Alen Institute,Program Intern,New York,NY,,,,,,,NA
2014,Non-US Citizen,Korea,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Bain & Company,Business Analyst,Seoul,South Korea,,Internet Job Listing Site,41821,41821,Consulting:Management/Strategy,consulting,3
2014,Non-US Citizen,China,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Citi,Global Risk Analyst,New York,NY,,TartanTRAK,41579,41579,Finance:Risk Management,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BA,S14,E,S&P Capital IQ,Business Analyst ,New York,NY,,Job Fair,41548,41579,Analyst:Business,financial services,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Alcoa,Finance Rotation Program,Pittsburgh,PA,,TartanTRAK,41579,41609,Finance:Corporate,manufacturing,4
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAGENMAN,S14,E,IBM,Consultant,Washington,DC,,TartanTRAK,41548,41579,Consulting:Management/Strategy ,consulting,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAITM,S14,E,PricewaterhouseCoopers,Management Consultant Associate,New York,NY,,Hired from summer internship,41487,41487,Consulting:Management/Strategy ,consulting,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BA,S14,E,IBM,Website and Communications Specialist,Pittsburgh,PA,,Internet Job Listing Site,41760,41760,Communications:Other ,consulting,NA
